polymer_name,monomer_name,smiles_monomer,distribution,property,value,pm,units,ref,link/doi,comment,note,mechanism
poly(Benzyl 4-oxo-2-oxetanecarboxylate),Benzyl (R)-4-oxo-2-oxetanecarboxylate.Benzyl (S)-4-oxo-2-oxetanecarboxylate,O=C(O)C[C@@H](O)C(=O)OCc1ccccc1.O=C(O)C[C@H](O)C(=O)OCc1ccccc1,,PDI,1.44,0.05,,"Jaffredo, C. G., Chapurina, Y., Kirillov, E., Carpentier, J.-F. & Guillaume, S. M. Highly Stereocontrolled Ring-Opening Polymerization ofRacemic Alkyl b-Malolactonates MediatedbyYttrium [Amino-alkoxy- bis(phenolate)]Complexes. Chem. - A Eur. J. 22, 7629-7641 (2016).",10.1002/CHEM.201600223,"table 1, #13",,ester_stereo
poly(Benzyl 4-oxo-2-oxetanecarboxylate),Benzyl (R)-4-oxo-2-oxetanecarboxylate.Benzyl (S)-4-oxo-2-oxetanecarboxylate,O=C(O)C[C@@H](O)C(=O)OCc1ccccc1.O=C(O)C[C@H](O)C(=O)OCc1ccccc1,,Tm,114,0.05,C,"Jaffredo, C. G., Chapurina, Y., Kirillov, E., Carpentier, J.-F. & Guillaume, S. M. Highly Stereocontrolled Ring-Opening Polymerization ofRacemic Alkyl b-Malolactonates MediatedbyYttrium [Amino-alkoxy- bis(phenolate)]Complexes. Chem. - A Eur. J. 22, 7629-7641 (2016).",10.1002/CHEM.201600223,"table 1, #13",,ester_stereo
poly(Benzyl 4-oxo-2-oxetanecarboxylate),Benzyl (R)-4-oxo-2-oxetanecarboxylate.Benzyl (S)-4-oxo-2-oxetanecarboxylate,O=C(O)C[C@@H](O)C(=O)OCc1ccccc1.O=C(O)C[C@H](O)C(=O)OCc1ccccc1,,Mn,25000,0.09,g/mol,"Jaffredo, C. G., Chapurina, Y., Kirillov, E., Carpentier, J.-F. & Guillaume, S. M. Highly Stereocontrolled Ring-Opening Polymerization ofRacemic Alkyl b-Malolactonates MediatedbyYttrium [Amino-alkoxy- bis(phenolate)]Complexes. Chem. - A Eur. J. 22, 7629-7641 (2016).",10.1002/CHEM.201600223,"table 1, #14",,ester_stereo
poly(Benzyl 4-oxo-2-oxetanecarboxylate),Benzyl (R)-4-oxo-2-oxetanecarboxylate.Benzyl (S)-4-oxo-2-oxetanecarboxylate,O=C(O)C[C@@H](O)C(=O)OCc1ccccc1.O=C(O)C[C@H](O)C(=O)OCc1ccccc1,,Mw,36500,0.09,g/mol,"Jaffredo, C. G., Chapurina, Y., Kirillov, E., Carpentier, J.-F. & Guillaume, S. M. Highly Stereocontrolled Ring-Opening Polymerization ofRacemic Alkyl b-Malolactonates MediatedbyYttrium [Amino-alkoxy- bis(phenolate)]Complexes. Chem. - A Eur. J. 22, 7629-7641 (2016).",10.1002/CHEM.201600223,"table 1, #14",,ester_stereo
poly(Benzyl 4-oxo-2-oxetanecarboxylate),Benzyl (R)-4-oxo-2-oxetanecarboxylate.Benzyl (S)-4-oxo-2-oxetanecarboxylate,O=C(O)C[C@@H](O)C(=O)OCc1ccccc1.O=C(O)C[C@H](O)C(=O)OCc1ccccc1,,PDI,1.46,0.09,,"Jaffredo, C. G., Chapurina, Y., Kirillov, E., Carpentier, J.-F. & Guillaume, S. M. Highly Stereocontrolled Ring-Opening Polymerization ofRacemic Alkyl b-Malolactonates MediatedbyYttrium [Amino-alkoxy- bis(phenolate)]Complexes. Chem. - A Eur. J. 22, 7629-7641 (2016).",10.1002/CHEM.201600223,"table 1, #14",,ester_stereo
poly(Benzyl 4-oxo-2-oxetanecarboxylate),Benzyl (R)-4-oxo-2-oxetanecarboxylate.Benzyl (S)-4-oxo-2-oxetanecarboxylate,O=C(O)C[C@@H](O)C(=O)OCc1ccccc1.O=C(O)C[C@H](O)C(=O)OCc1ccccc1,,Tm,100,0.09,C,"Jaffredo, C. G., Chapurina, Y., Kirillov, E., Carpentier, J.-F. & Guillaume, S. M. Highly Stereocontrolled Ring-Opening Polymerization ofRacemic Alkyl b-Malolactonates MediatedbyYttrium [Amino-alkoxy- bis(phenolate)]Complexes. Chem. - A Eur. J. 22, 7629-7641 (2016).",10.1002/CHEM.201600223,"table 1, #14",,ester_stereo
poly(Benzyl 4-oxo-2-oxetanecarboxylate),Benzyl (R)-4-oxo-2-oxetanecarboxylate.Benzyl (S)-4-oxo-2-oxetanecarboxylate,O=C(O)C[C@@H](O)C(=O)OCc1ccccc1.O=C(O)C[C@H](O)C(=O)OCc1ccccc1,,Mn,35200,0.08,g/mol,"Jaffredo, C. G., Chapurina, Y., Kirillov, E., Carpentier, J.-F. & Guillaume, S. M. Highly Stereocontrolled Ring-Opening Polymerization ofRacemic Alkyl b-Malolactonates MediatedbyYttrium [Amino-alkoxy- bis(phenolate)]Complexes. Chem. - A Eur. J. 22, 7629-7641 (2016).",10.1002/CHEM.201600223,"table 1, #15",,ester_stereo
poly(Benzyl 4-oxo-2-oxetanecarboxylate),Benzyl (R)-4-oxo-2-oxetanecarboxylate.Benzyl (S)-4-oxo-2-oxetanecarboxylate,O=C(O)C[C@@H](O)C(=O)OCc1ccccc1.O=C(O)C[C@H](O)C(=O)OCc1ccccc1,,Mw,54208,0.08,g/mol,"Jaffredo, C. G., Chapurina, Y., Kirillov, E., Carpentier, J.-F. & Guillaume, S. M. Highly Stereocontrolled Ring-Opening Polymerization ofRacemic Alkyl b-Malolactonates MediatedbyYttrium [Amino-alkoxy- bis(phenolate)]Complexes. Chem. - A Eur. J. 22, 7629-7641 (2016).",10.1002/CHEM.201600223,"table 1, #15",,ester_stereo
poly(Benzyl 4-oxo-2-oxetanecarboxylate),Benzyl (R)-4-oxo-2-oxetanecarboxylate.Benzyl (S)-4-oxo-2-oxetanecarboxylate,O=C(O)C[C@@H](O)C(=O)OCc1ccccc1.O=C(O)C[C@H](O)C(=O)OCc1ccccc1,,PDI,1.54,0.08,,"Jaffredo, C. G., Chapurina, Y., Kirillov, E., Carpentier, J.-F. & Guillaume, S. M. Highly Stereocontrolled Ring-Opening Polymerization ofRacemic Alkyl b-Malolactonates MediatedbyYttrium [Amino-alkoxy- bis(phenolate)]Complexes. Chem. - A Eur. J. 22, 7629-7641 (2016).",10.1002/CHEM.201600223,"table 1, #15",,ester_stereo
poly(Benzyl 4-oxo-2-oxetanecarboxylate),Benzyl (R)-4-oxo-2-oxetanecarboxylate.Benzyl (S)-4-oxo-2-oxetanecarboxylate,O=C(O)C[C@@H](O)C(=O)OCc1ccccc1.O=C(O)C[C@H](O)C(=O)OCc1ccccc1,,Tm,104,0.08,C,"Jaffredo, C. G., Chapurina, Y., Kirillov, E., Carpentier, J.-F. & Guillaume, S. M. Highly Stereocontrolled Ring-Opening Polymerization ofRacemic Alkyl b-Malolactonates MediatedbyYttrium [Amino-alkoxy- bis(phenolate)]Complexes. Chem. - A Eur. J. 22, 7629-7641 (2016).",10.1002/CHEM.201600223,"table 1, #15",,ester_stereo
poly(Benzyl 4-oxo-2-oxetanecarboxylate),Benzyl (R)-4-oxo-2-oxetanecarboxylate.Benzyl (S)-4-oxo-2-oxetanecarboxylate,O=C(O)C[C@@H](O)C(=O)OCc1ccccc1.O=C(O)C[C@H](O)C(=O)OCc1ccccc1,,Mn,19500,0.2,g/mol,"Jaffredo, C. G., Chapurina, Y., Kirillov, E., Carpentier, J.-F. & Guillaume, S. M. Highly Stereocontrolled Ring-Opening Polymerization ofRacemic Alkyl b-Malolactonates MediatedbyYttrium [Amino-alkoxy- bis(phenolate)]Complexes. Chem. - A Eur. J. 22, 7629-7641 (2016).",10.1002/CHEM.201600223,"table 1, #2",,ester_stereo
poly(Benzyl 4-oxo-2-oxetanecarboxylate),Benzyl (R)-4-oxo-2-oxetanecarboxylate.Benzyl (S)-4-oxo-2-oxetanecarboxylate,O=C(O)C[C@@H](O)C(=O)OCc1ccccc1.O=C(O)C[C@H](O)C(=O)OCc1ccccc1,,Mw,21060,0.2,g/mol,"Jaffredo, C. G., Chapurina, Y., Kirillov, E., Carpentier, J.-F. & Guillaume, S. M. Highly Stereocontrolled Ring-Opening Polymerization ofRacemic Alkyl b-Malolactonates MediatedbyYttrium [Amino-alkoxy- bis(phenolate)]Complexes. Chem. - A Eur. J. 22, 7629-7641 (2016).",10.1002/CHEM.201600223,"table 1, #2",,ester_stereo
poly(Benzyl 4-oxo-2-oxetanecarboxylate),Benzyl (R)-4-oxo-2-oxetanecarboxylate.Benzyl (S)-4-oxo-2-oxetanecarboxylate,O=C(O)C[C@@H](O)C(=O)OCc1ccccc1.O=C(O)C[C@H](O)C(=O)OCc1ccccc1,,PDI,1.08,0.2,,"Jaffredo, C. G., Chapurina, Y., Kirillov, E., Carpentier, J.-F. & Guillaume, S. M. Highly Stereocontrolled Ring-Opening Polymerization ofRacemic Alkyl b-Malolactonates MediatedbyYttrium [Amino-alkoxy- bis(phenolate)]Complexes. Chem. - A Eur. J. 22, 7629-7641 (2016).",10.1002/CHEM.201600223,"table 1, #2",,ester_stereo
poly(Benzyl 4-oxo-2-oxetanecarboxylate),Benzyl (R)-4-oxo-2-oxetanecarboxylate.Benzyl (S)-4-oxo-2-oxetanecarboxylate,O=C(O)C[C@@H](O)C(=O)OCc1ccccc1.O=C(O)C[C@H](O)C(=O)OCc1ccccc1,,Tm,74,0.2,C,"Jaffredo, C. G., Chapurina, Y., Kirillov, E., Carpentier, J.-F. & Guillaume, S. M. Highly Stereocontrolled Ring-Opening Polymerization ofRacemic Alkyl b-Malolactonates MediatedbyYttrium [Amino-alkoxy- bis(phenolate)]Complexes. Chem. - A Eur. J. 22, 7629-7641 (2016).",10.1002/CHEM.201600223,"table 1, #2",,ester_stereo
poly(Benzyl 4-oxo-2-oxetanecarboxylate),Benzyl (R)-4-oxo-2-oxetanecarboxylate.Benzyl (S)-4-oxo-2-oxetanecarboxylate,O=C(O)C[C@@H](O)C(=O)OCc1ccccc1.O=C(O)C[C@H](O)C(=O)OCc1ccccc1,,Mn,45300,0.21,g/mol,"Jaffredo, C. G., Chapurina, Y., Kirillov, E., Carpentier, J.-F. & Guillaume, S. M. Highly Stereocontrolled Ring-Opening Polymerization ofRacemic Alkyl b-Malolactonates MediatedbyYttrium [Amino-alkoxy- bis(phenolate)]Complexes. Chem. - A Eur. J. 22, 7629-7641 (2016).",10.1002/CHEM.201600223,"table 1, #3",,ester_stereo
poly(Benzyl 4-oxo-2-oxetanecarboxylate),Benzyl (R)-4-oxo-2-oxetanecarboxylate.Benzyl (S)-4-oxo-2-oxetanecarboxylate,O=C(O)C[C@@H](O)C(=O)OCc1ccccc1.O=C(O)C[C@H](O)C(=O)OCc1ccccc1,,Mw,48018,0.21,g/mol,"Jaffredo, C. G., Chapurina, Y., Kirillov, E., Carpentier, J.-F. & Guillaume, S. M. Highly Stereocontrolled Ring-Opening Polymerization ofRacemic Alkyl b-Malolactonates MediatedbyYttrium [Amino-alkoxy- bis(phenolate)]Complexes. Chem. - A Eur. J. 22, 7629-7641 (2016).",10.1002/CHEM.201600223,"table 1, #3",,ester_stereo
poly(Benzyl 4-oxo-2-oxetanecarboxylate),Benzyl (R)-4-oxo-2-oxetanecarboxylate.Benzyl (S)-4-oxo-2-oxetanecarboxylate,O=C(O)C[C@@H](O)C(=O)OCc1ccccc1.O=C(O)C[C@H](O)C(=O)OCc1ccccc1,,PDI,1.06,0.21,,"Jaffredo, C. G., Chapurina, Y., Kirillov, E., Carpentier, J.-F. & Guillaume, S. M. Highly Stereocontrolled Ring-Opening Polymerization ofRacemic Alkyl b-Malolactonates MediatedbyYttrium [Amino-alkoxy- bis(phenolate)]Complexes. Chem. - A Eur. J. 22, 7629-7641 (2016).",10.1002/CHEM.201600223,"table 1, #3",,ester_stereo
poly(Benzyl 4-oxo-2-oxetanecarboxylate),Benzyl (R)-4-oxo-2-oxetanecarboxylate.Benzyl (S)-4-oxo-2-oxetanecarboxylate,O=C(O)C[C@@H](O)C(=O)OCc1ccccc1.O=C(O)C[C@H](O)C(=O)OCc1ccccc1,,Tm,71,0.21,C,"Jaffredo, C. G., Chapurina, Y., Kirillov, E., Carpentier, J.-F. & Guillaume, S. M. Highly Stereocontrolled Ring-Opening Polymerization ofRacemic Alkyl b-Malolactonates MediatedbyYttrium [Amino-alkoxy- bis(phenolate)]Complexes. Chem. - A Eur. J. 22, 7629-7641 (2016).",10.1002/CHEM.201600223,"table 1, #3",,ester_stereo
poly(Benzyl 4-oxo-2-oxetanecarboxylate),Benzyl (R)-4-oxo-2-oxetanecarboxylate.Benzyl (S)-4-oxo-2-oxetanecarboxylate,O=C(O)C[C@@H](O)C(=O)OCc1ccccc1.O=C(O)C[C@H](O)C(=O)OCc1ccccc1,,Mn,41100,0.2,g/mol,"Jaffredo, C. G., Chapurina, Y., Kirillov, E., Carpentier, J.-F. & Guillaume, S. M. Highly Stereocontrolled Ring-Opening Polymerization ofRacemic Alkyl b-Malolactonates MediatedbyYttrium [Amino-alkoxy- bis(phenolate)]Complexes. Chem. - A Eur. J. 22, 7629-7641 (2016).",10.1002/CHEM.201600223,"table 1, #5",,ester_stereo
poly(Benzyl 4-oxo-2-oxetanecarboxylate),Benzyl (R)-4-oxo-2-oxetanecarboxylate.Benzyl (S)-4-oxo-2-oxetanecarboxylate,O=C(O)C[C@@H](O)C(=O)OCc1ccccc1.O=C(O)C[C@H](O)C(=O)OCc1ccccc1,,Mw,43566,0.2,g/mol,"Jaffredo, C. G., Chapurina, Y., Kirillov, E., Carpentier, J.-F. & Guillaume, S. M. Highly Stereocontrolled Ring-Opening Polymerization ofRacemic Alkyl b-Malolactonates MediatedbyYttrium [Amino-alkoxy- bis(phenolate)]Complexes. Chem. - A Eur. J. 22, 7629-7641 (2016).",10.1002/CHEM.201600223,"table 1, #5",,ester_stereo
poly(Benzyl 4-oxo-2-oxetanecarboxylate),Benzyl (R)-4-oxo-2-oxetanecarboxylate.Benzyl (S)-4-oxo-2-oxetanecarboxylate,O=C(O)C[C@@H](O)C(=O)OCc1ccccc1.O=C(O)C[C@H](O)C(=O)OCc1ccccc1,,PDI,1.06,0.2,,"Jaffredo, C. G., Chapurina, Y., Kirillov, E., Carpentier, J.-F. & Guillaume, S. M. Highly Stereocontrolled Ring-Opening Polymerization ofRacemic Alkyl b-Malolactonates MediatedbyYttrium [Amino-alkoxy- bis(phenolate)]Complexes. Chem. - A Eur. J. 22, 7629-7641 (2016).",10.1002/CHEM.201600223,"table 1, #5",,ester_stereo
poly(Benzyl 4-oxo-2-oxetanecarboxylate),Benzyl (R)-4-oxo-2-oxetanecarboxylate.Benzyl (S)-4-oxo-2-oxetanecarboxylate,O=C(O)C[C@@H](O)C(=O)OCc1ccccc1.O=C(O)C[C@H](O)C(=O)OCc1ccccc1,,Tm,72,0.2,C,"Jaffredo, C. G., Chapurina, Y., Kirillov, E., Carpentier, J.-F. & Guillaume, S. M. Highly Stereocontrolled Ring-Opening Polymerization ofRacemic Alkyl b-Malolactonates MediatedbyYttrium [Amino-alkoxy- bis(phenolate)]Complexes. Chem. - A Eur. J. 22, 7629-7641 (2016).",10.1002/CHEM.201600223,"table 1, #5",,ester_stereo
poly(Benzyl 4-oxo-2-oxetanecarboxylate),Benzyl (R)-4-oxo-2-oxetanecarboxylate.Benzyl (S)-4-oxo-2-oxetanecarboxylate,O=C(O)C[C@@H](O)C(=O)OCc1ccccc1.O=C(O)C[C@H](O)C(=O)OCc1ccccc1,,Mn,42100,0.15,g/mol,"Jaffredo, C. G., Chapurina, Y., Kirillov, E., Carpentier, J.-F. & Guillaume, S. M. Highly Stereocontrolled Ring-Opening Polymerization ofRacemic Alkyl b-Malolactonates MediatedbyYttrium [Amino-alkoxy- bis(phenolate)]Complexes. Chem. - A Eur. J. 22, 7629-7641 (2016).",10.1002/CHEM.201600223,"table 1, #7",,ester_stereo
poly(Benzyl 4-oxo-2-oxetanecarboxylate),Benzyl (R)-4-oxo-2-oxetanecarboxylate.Benzyl (S)-4-oxo-2-oxetanecarboxylate,O=C(O)C[C@@H](O)C(=O)OCc1ccccc1.O=C(O)C[C@H](O)C(=O)OCc1ccccc1,,Mw,49678,0.15,g/mol,"Jaffredo, C. G., Chapurina, Y., Kirillov, E., Carpentier, J.-F. & Guillaume, S. M. Highly Stereocontrolled Ring-Opening Polymerization ofRacemic Alkyl b-Malolactonates MediatedbyYttrium [Amino-alkoxy- bis(phenolate)]Complexes. Chem. - A Eur. J. 22, 7629-7641 (2016).",10.1002/CHEM.201600223,"table 1, #7",,ester_stereo
poly(Benzyl 4-oxo-2-oxetanecarboxylate),Benzyl (R)-4-oxo-2-oxetanecarboxylate.Benzyl (S)-4-oxo-2-oxetanecarboxylate,O=C(O)C[C@@H](O)C(=O)OCc1ccccc1.O=C(O)C[C@H](O)C(=O)OCc1ccccc1,,PDI,1.18,0.15,,"Jaffredo, C. G., Chapurina, Y., Kirillov, E., Carpentier, J.-F. & Guillaume, S. M. Highly Stereocontrolled Ring-Opening Polymerization ofRacemic Alkyl b-Malolactonates MediatedbyYttrium [Amino-alkoxy- bis(phenolate)]Complexes. Chem. - A Eur. J. 22, 7629-7641 (2016).",10.1002/CHEM.201600223,"table 1, #7",,ester_stereo
poly(Benzyl 4-oxo-2-oxetanecarboxylate),Benzyl (R)-4-oxo-2-oxetanecarboxylate.Benzyl (S)-4-oxo-2-oxetanecarboxylate,O=C(O)C[C@@H](O)C(=O)OCc1ccccc1.O=C(O)C[C@H](O)C(=O)OCc1ccccc1,,Tm,87,0.15,C,"Jaffredo, C. G., Chapurina, Y., Kirillov, E., Carpentier, J.-F. & Guillaume, S. M. Highly Stereocontrolled Ring-Opening Polymerization ofRacemic Alkyl b-Malolactonates MediatedbyYttrium [Amino-alkoxy- bis(phenolate)]Complexes. Chem. - A Eur. J. 22, 7629-7641 (2016).",10.1002/CHEM.201600223,"table 1, #7",,ester_stereo
poly(Benzyl 4-oxo-2-oxetanecarboxylate),Benzyl (R)-4-oxo-2-oxetanecarboxylate.Benzyl (S)-4-oxo-2-oxetanecarboxylate,O=C(O)C[C@@H](O)C(=O)OCc1ccccc1.O=C(O)C[C@H](O)C(=O)OCc1ccccc1,,Mn,40600,0.15,g/mol,"Jaffredo, C. G., Chapurina, Y., Kirillov, E., Carpentier, J.-F. & Guillaume, S. M. Highly Stereocontrolled Ring-Opening Polymerization ofRacemic Alkyl b-Malolactonates MediatedbyYttrium [Amino-alkoxy- bis(phenolate)]Complexes. Chem. - A Eur. J. 22, 7629-7641 (2016).",10.1002/CHEM.201600223,"table 1, #8",,ester_stereo
poly(Benzyl 4-oxo-2-oxetanecarboxylate),Benzyl (R)-4-oxo-2-oxetanecarboxylate.Benzyl (S)-4-oxo-2-oxetanecarboxylate,O=C(O)C[C@@H](O)C(=O)OCc1ccccc1.O=C(O)C[C@H](O)C(=O)OCc1ccccc1,,Mw,51156,0.15,g/mol,"Jaffredo, C. G., Chapurina, Y., Kirillov, E., Carpentier, J.-F. & Guillaume, S. M. Highly Stereocontrolled Ring-Opening Polymerization ofRacemic Alkyl b-Malolactonates MediatedbyYttrium [Amino-alkoxy- bis(phenolate)]Complexes. Chem. - A Eur. J. 22, 7629-7641 (2016).",10.1002/CHEM.201600223,"table 1, #8",,ester_stereo
poly(Benzyl 4-oxo-2-oxetanecarboxylate),Benzyl (R)-4-oxo-2-oxetanecarboxylate.Benzyl (S)-4-oxo-2-oxetanecarboxylate,O=C(O)C[C@@H](O)C(=O)OCc1ccccc1.O=C(O)C[C@H](O)C(=O)OCc1ccccc1,,PDI,1.26,0.15,,"Jaffredo, C. G., Chapurina, Y., Kirillov, E., Carpentier, J.-F. & Guillaume, S. M. Highly Stereocontrolled Ring-Opening Polymerization ofRacemic Alkyl b-Malolactonates MediatedbyYttrium [Amino-alkoxy- bis(phenolate)]Complexes. Chem. - A Eur. J. 22, 7629-7641 (2016).",10.1002/CHEM.201600223,"table 1, #8",,ester_stereo
poly(Benzyl 4-oxo-2-oxetanecarboxylate),Benzyl (R)-4-oxo-2-oxetanecarboxylate.Benzyl (S)-4-oxo-2-oxetanecarboxylate,O=C(O)C[C@@H](O)C(=O)OCc1ccccc1.O=C(O)C[C@H](O)C(=O)OCc1ccccc1,,Tm,86,0.15,C,"Jaffredo, C. G., Chapurina, Y., Kirillov, E., Carpentier, J.-F. & Guillaume, S. M. Highly Stereocontrolled Ring-Opening Polymerization ofRacemic Alkyl b-Malolactonates MediatedbyYttrium [Amino-alkoxy- bis(phenolate)]Complexes. Chem. - A Eur. J. 22, 7629-7641 (2016).",10.1002/CHEM.201600223,"table 1, #8",,ester_stereo
poly(Allyl 4-oxo-2-oxetanecarboxylate),Allyl (R)-4-oxo-2-oxetanecarboxylate.Allyl (S)-4-oxo-2-oxetanecarboxylate,C=CCOC(=O)[C@@H](O)CC(=O)O.C=CCOC(=O)[C@H](O)CC(=O)O,,Mn,7500,0.19,g/mol,"Jaffredo, C. G., Chapurina, Y., Kirillov, E., Carpentier, J.-F. & Guillaume, S. M. Highly Stereocontrolled Ring-Opening Polymerization ofRacemic Alkyl b-Malolactonates MediatedbyYttrium [Amino-alkoxy- bis(phenolate)]Complexes. Chem. - A Eur. J. 22, 7629-7641 (2016).",10.1002/CHEM.201600223,"table 2, #1",,ester_stereo
poly(Allyl 4-oxo-2-oxetanecarboxylate),Allyl (R)-4-oxo-2-oxetanecarboxylate.Allyl (S)-4-oxo-2-oxetanecarboxylate,C=CCOC(=O)[C@@H](O)CC(=O)O.C=CCOC(=O)[C@H](O)CC(=O)O,,Mw,10858,0.19,g/mol,"Jaffredo, C. G., Chapurina, Y., Kirillov, E., Carpentier, J.-F. & Guillaume, S. M. Highly Stereocontrolled Ring-Opening Polymerization ofRacemic Alkyl b-Malolactonates MediatedbyYttrium [Amino-alkoxy- bis(phenolate)]Complexes. Chem. - A Eur. J. 22, 7629-7641 (2016).",10.1002/CHEM.201600223,"table 2, #1",,ester_stereo
poly(Allyl 4-oxo-2-oxetanecarboxylate),Allyl (R)-4-oxo-2-oxetanecarboxylate.Allyl (S)-4-oxo-2-oxetanecarboxylate,C=CCOC(=O)[C@@H](O)CC(=O)O.C=CCOC(=O)[C@H](O)CC(=O)O,,PDI,1.22,0.19,,"Jaffredo, C. G., Chapurina, Y., Kirillov, E., Carpentier, J.-F. & Guillaume, S. M. Highly Stereocontrolled Ring-Opening Polymerization ofRacemic Alkyl b-Malolactonates MediatedbyYttrium [Amino-alkoxy- bis(phenolate)]Complexes. Chem. - A Eur. J. 22, 7629-7641 (2016).",10.1002/CHEM.201600223,"table 2, #1",,ester_stereo
poly(Allyl 4-oxo-2-oxetanecarboxylate),Allyl (R)-4-oxo-2-oxetanecarboxylate.Allyl (S)-4-oxo-2-oxetanecarboxylate,C=CCOC(=O)[C@@H](O)CC(=O)O.C=CCOC(=O)[C@H](O)CC(=O)O,,Tm,49,0.19,C,"Jaffredo, C. G., Chapurina, Y., Kirillov, E., Carpentier, J.-F. & Guillaume, S. M. Highly Stereocontrolled Ring-Opening Polymerization ofRacemic Alkyl b-Malolactonates MediatedbyYttrium [Amino-alkoxy- bis(phenolate)]Complexes. Chem. - A Eur. J. 22, 7629-7641 (2016).",10.1002/CHEM.201600223,"table 2, #1",,ester_stereo
poly(Allyl 4-oxo-2-oxetanecarboxylate),Allyl (R)-4-oxo-2-oxetanecarboxylate.Allyl (S)-4-oxo-2-oxetanecarboxylate,C=CCOC(=O)[C@@H](O)CC(=O)O.C=CCOC(=O)[C@H](O)CC(=O)O,,Mn,29300,0.18,g/mol,"Jaffredo, C. G., Chapurina, Y., Kirillov, E., Carpentier, J.-F. & Guillaume, S. M. Highly Stereocontrolled Ring-Opening Polymerization ofRacemic Alkyl b-Malolactonates MediatedbyYttrium [Amino-alkoxy- bis(phenolate)]Complexes. Chem. - A Eur. J. 22, 7629-7641 (2016).",10.1002/CHEM.201600223,"table 2, #2",,ester_stereo
poly(Allyl 4-oxo-2-oxetanecarboxylate),Allyl (R)-4-oxo-2-oxetanecarboxylate.Allyl (S)-4-oxo-2-oxetanecarboxylate,C=CCOC(=O)[C@@H](O)CC(=O)O.C=CCOC(=O)[C@H](O)CC(=O)O,,Mw,30179,0.18,g/mol,"Jaffredo, C. G., Chapurina, Y., Kirillov, E., Carpentier, J.-F. & Guillaume, S. M. Highly Stereocontrolled Ring-Opening Polymerization ofRacemic Alkyl b-Malolactonates MediatedbyYttrium [Amino-alkoxy- bis(phenolate)]Complexes. Chem. - A Eur. J. 22, 7629-7641 (2016).",10.1002/CHEM.201600223,"table 2, #2",,ester_stereo
poly(Allyl 4-oxo-2-oxetanecarboxylate),Allyl (R)-4-oxo-2-oxetanecarboxylate.Allyl (S)-4-oxo-2-oxetanecarboxylate,C=CCOC(=O)[C@@H](O)CC(=O)O.C=CCOC(=O)[C@H](O)CC(=O)O,,PDI,1.03,0.18,,"Jaffredo, C. G., Chapurina, Y., Kirillov, E., Carpentier, J.-F. & Guillaume, S. M. Highly Stereocontrolled Ring-Opening Polymerization ofRacemic Alkyl b-Malolactonates MediatedbyYttrium [Amino-alkoxy- bis(phenolate)]Complexes. Chem. - A Eur. J. 22, 7629-7641 (2016).",10.1002/CHEM.201600223,"table 2, #2",,ester_stereo
poly(Allyl 4-oxo-2-oxetanecarboxylate),Allyl (R)-4-oxo-2-oxetanecarboxylate.Allyl (S)-4-oxo-2-oxetanecarboxylate,C=CCOC(=O)[C@@H](O)CC(=O)O.C=CCOC(=O)[C@H](O)CC(=O)O,,Tm,51,0.18,C,"Jaffredo, C. G., Chapurina, Y., Kirillov, E., Carpentier, J.-F. & Guillaume, S. M. Highly Stereocontrolled Ring-Opening Polymerization ofRacemic Alkyl b-Malolactonates MediatedbyYttrium [Amino-alkoxy- bis(phenolate)]Complexes. Chem. - A Eur. J. 22, 7629-7641 (2016).",10.1002/CHEM.201600223,"table 2, #2",,ester_stereo
poly(Allyl 4-oxo-2-oxetanecarboxylate),Allyl (R)-4-oxo-2-oxetanecarboxylate.Allyl (S)-4-oxo-2-oxetanecarboxylate,C=CCOC(=O)[C@@H](O)CC(=O)O.C=CCOC(=O)[C@H](O)CC(=O)O,,Mn,14600,0.13,g/mol,"Jaffredo, C. G., Chapurina, Y., Kirillov, E., Carpentier, J.-F. & Guillaume, S. M. Highly Stereocontrolled Ring-Opening Polymerization ofRacemic Alkyl b-Malolactonates MediatedbyYttrium [Amino-alkoxy- bis(phenolate)]Complexes. Chem. - A Eur. J. 22, 7629-7641 (2016).",10.1002/CHEM.201600223,"table 2, #3",,ester_stereo
poly(Allyl 4-oxo-2-oxetanecarboxylate),Allyl (R)-4-oxo-2-oxetanecarboxylate.Allyl (S)-4-oxo-2-oxetanecarboxylate,C=CCOC(=O)[C@@H](O)CC(=O)O.C=CCOC(=O)[C@H](O)CC(=O)O,,Mw,28623,0.13,g/mol,"Jaffredo, C. G., Chapurina, Y., Kirillov, E., Carpentier, J.-F. & Guillaume, S. M. Highly Stereocontrolled Ring-Opening Polymerization ofRacemic Alkyl b-Malolactonates MediatedbyYttrium [Amino-alkoxy- bis(phenolate)]Complexes. Chem. - A Eur. J. 22, 7629-7641 (2016).",10.1002/CHEM.201600223,"table 2, #3",,ester_stereo
