smiles_polymer,smiles_monomer,monomers,pm,Mn,Tg,Tm,Tm_pred,Tg_pred,model_id,distribution,ref,comment,mechanism,monomers.1,DP,replicate_structure,dTm,dTg
C[C@H](O)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O,C[C@@H](O)CC(=O)O.C[C@H](O)CC(=O)O,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",0.93,32000.0,3.4,146.0,135.5188,2.7433434,9,[],"Tang, X., & Chen, E. Y. X. (2018). Chemical synthesis of perfectly isotactic and high melting bacterial poly(3-hydroxybutyrate) from bio-sourced racemic cyclic diolide. Nature Communications, 9(1), 1-11. https://doi.org/10.1038/s41467-018-04734-3",Table 1.04,ester_stereo,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",25,2,10.481200000000001,0.3309892999999997
C[C@@H](CC(=O)O)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)O,C[C@@H](O)CC(=O)O.C[C@H](O)CC(=O)O,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",0.93,,2.0,,134.98334,2.5995457,9,[],"Tang, X., & Chen, E. Y. X. (2018). Chemical synthesis of perfectly isotactic and high melting bacterial poly(3-hydroxybutyrate) from bio-sourced racemic cyclic diolide. Nature Communications, 9(1), 1-11. https://doi.org/10.1038/s41467-018-04734-3",Table 2.6,ester_stereo,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",25,3,,1.0690133999999998
C[C@H](O)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O,C[C@@H](O)CC(=O)O.C[C@H](O)CC(=O)O,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",0.93,10900.0,3.0,133.0,135.39561,2.7795765,9,[],"Tang, X., & Chen, E. Y. X. (2018). Chemical synthesis of perfectly isotactic and high melting bacterial poly(3-hydroxybutyrate) from bio-sourced racemic cyclic diolide. Nature Communications, 9(1), 1-11. https://doi.org/10.1038/s41467-018-04734-3",Table 1.02,ester_stereo,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",25,3,2.395610000000005,0.0690107000000002
C[C@H](O)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O,C[C@@H](O)CC(=O)O.C[C@H](O)CC(=O)O,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",0.93,32000.0,3.4,146.0,135.17859,2.8405895,9,[],"Tang, X., & Chen, E. Y. X. (2018). Chemical synthesis of perfectly isotactic and high melting bacterial poly(3-hydroxybutyrate) from bio-sourced racemic cyclic diolide. Nature Communications, 9(1), 1-11. https://doi.org/10.1038/s41467-018-04734-3",Table 1.04,ester_stereo,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",25,3,10.821409999999986,0.3309892999999997
C[C@@H](CC(=O)O)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)O,C[C@@H](O)CC(=O)O.C[C@H](O)CC(=O)O,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",0.93,,2.0,,135.3868,2.4805982,9,[],"Tang, X., & Chen, E. Y. X. (2018). Chemical synthesis of perfectly isotactic and high melting bacterial poly(3-hydroxybutyrate) from bio-sourced racemic cyclic diolide. Nature Communications, 9(1), 1-11. https://doi.org/10.1038/s41467-018-04734-3",Table 2.6,ester_stereo,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",25,4,,1.0690133999999998
C[C@H](O)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O,C[C@@H](O)CC(=O)O.C[C@H](O)CC(=O)O,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",0.93,10900.0,3.0,133.0,135.56888,2.7285984,9,[],"Tang, X., & Chen, E. Y. X. (2018). Chemical synthesis of perfectly isotactic and high melting bacterial poly(3-hydroxybutyrate) from bio-sourced racemic cyclic diolide. Nature Communications, 9(1), 1-11. https://doi.org/10.1038/s41467-018-04734-3",Table 1.02,ester_stereo,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",25,4,2.568880000000007,0.0690107000000002
C[C@H](O)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O,C[C@@H](O)CC(=O)O.C[C@H](O)CC(=O)O,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",0.93,32000.0,3.4,146.0,135.42014,2.7723076,9,[],"Tang, X., & Chen, E. Y. X. (2018). Chemical synthesis of perfectly isotactic and high melting bacterial poly(3-hydroxybutyrate) from bio-sourced racemic cyclic diolide. Nature Communications, 9(1), 1-11. https://doi.org/10.1038/s41467-018-04734-3",Table 1.04,ester_stereo,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",25,4,10.579859999999996,0.3309892999999997
C[C@H](O)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O,C[C@@H](O)CC(=O)O.C[C@H](O)CC(=O)O,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",0.94,23000.0,4.0,136.0,141.31717,3.6063173,9,[],"Tang, X., & Chen, E. Y. X. (2018). Chemical synthesis of perfectly isotactic and high melting bacterial poly(3-hydroxybutyrate) from bio-sourced racemic cyclic diolide. Nature Communications, 9(1), 1-11. https://doi.org/10.1038/s41467-018-04734-3",Table 1.03,ester_stereo,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",25,0,5.317170000000004,0.9309892999999998
C[C@@H](CC(=O)O)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)O,C[C@@H](O)CC(=O)O.C[C@H](O)CC(=O)O,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",0.94,23000.0,4.0,136.0,140.92079,3.5188675,9,[],"Tang, X., & Chen, E. Y. X. (2018). Chemical synthesis of perfectly isotactic and high melting bacterial poly(3-hydroxybutyrate) from bio-sourced racemic cyclic diolide. Nature Communications, 9(1), 1-11. https://doi.org/10.1038/s41467-018-04734-3",Table 1.03,ester_stereo,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",25,1,4.920790000000011,0.9309866000000002
C[C@@H](CC(=O)O)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)O,C[C@@H](O)CC(=O)O.C[C@H](O)CC(=O)O,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",0.94,23000.0,4.0,136.0,140.90582,3.5306413,9,[],"Tang, X., & Chen, E. Y. X. (2018). Chemical synthesis of perfectly isotactic and high melting bacterial poly(3-hydroxybutyrate) from bio-sourced racemic cyclic diolide. Nature Communications, 9(1), 1-11. https://doi.org/10.1038/s41467-018-04734-3",Table 1.03,ester_stereo,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",25,2,4.905820000000006,0.9309866000000002
C[C@H](O)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O,C[C@@H](O)CC(=O)O.C[C@H](O)CC(=O)O,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",0.94,23000.0,4.0,136.0,141.04474,3.7849872,9,[],"Tang, X., & Chen, E. Y. X. (2018). Chemical synthesis of perfectly isotactic and high melting bacterial poly(3-hydroxybutyrate) from bio-sourced racemic cyclic diolide. Nature Communications, 9(1), 1-11. https://doi.org/10.1038/s41467-018-04734-3",Table 1.03,ester_stereo,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",25,3,5.04473999999999,0.9309892999999998
C[C@H](O)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O,C[C@@H](O)CC(=O)O.C[C@H](O)CC(=O)O,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",0.94,23000.0,4.0,136.0,140.9927,3.8378522,9,[],"Tang, X., & Chen, E. Y. X. (2018). Chemical synthesis of perfectly isotactic and high melting bacterial poly(3-hydroxybutyrate) from bio-sourced racemic cyclic diolide. Nature Communications, 9(1), 1-11. https://doi.org/10.1038/s41467-018-04734-3",Table 1.03,ester_stereo,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",25,4,4.9927000000000135,0.9309892999999998
C[C@@H](CC(=O)O)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)O,C[C@@H](O)CC(=O)O.C[C@H](O)CC(=O)O,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",0.95,37300.0,4.1,147.0,147.25656,4.7361903,9,[],"Tang, X., & Chen, E. Y. X. (2018). Chemical synthesis of perfectly isotactic and high melting bacterial poly(3-hydroxybutyrate) from bio-sourced racemic cyclic diolide. Nature Communications, 9(1), 1-11. https://doi.org/10.1038/s41467-018-04734-3",Table 1.06,ester_stereo,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",25,0,0.25656000000000745,1.0309865999999999
C[C@H](O)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O,C[C@@H](O)CC(=O)O.C[C@H](O)CC(=O)O,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",0.95,25100.0,,147.0,147.29607,5.124859,9,[],"Tang, X., & Chen, E. Y. X. (2018). Chemical synthesis of perfectly isotactic and high melting bacterial poly(3-hydroxybutyrate) from bio-sourced racemic cyclic diolide. Nature Communications, 9(1), 1-11. https://doi.org/10.1038/s41467-018-04734-3",Table 1.05,ester_stereo,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",25,0,0.29606999999998607,
C[C@@H](CC(=O)O)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)O,C[C@@H](O)CC(=O)O.C[C@H](O)CC(=O)O,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",0.95,37300.0,4.1,147.0,147.27142,4.6599183,9,[],"Tang, X., & Chen, E. Y. X. (2018). Chemical synthesis of perfectly isotactic and high melting bacterial poly(3-hydroxybutyrate) from bio-sourced racemic cyclic diolide. Nature Communications, 9(1), 1-11. https://doi.org/10.1038/s41467-018-04734-3",Table 1.06,ester_stereo,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",25,1,0.2714200000000062,1.0309865999999999
C[C@H](O)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O,C[C@@H](O)CC(=O)O.C[C@H](O)CC(=O)O,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",0.95,25100.0,,147.0,147.35847,5.3563538,9,[],"Tang, X., & Chen, E. Y. X. (2018). Chemical synthesis of perfectly isotactic and high melting bacterial poly(3-hydroxybutyrate) from bio-sourced racemic cyclic diolide. Nature Communications, 9(1), 1-11. https://doi.org/10.1038/s41467-018-04734-3",Table 1.05,ester_stereo,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",25,1,0.35847000000001117,
C[C@@H](CC(=O)O)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)O,C[C@@H](O)CC(=O)O.C[C@H](O)CC(=O)O,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",0.95,37300.0,4.1,147.0,147.2329,4.9291553,9,[],"Tang, X., & Chen, E. Y. X. (2018). Chemical synthesis of perfectly isotactic and high melting bacterial poly(3-hydroxybutyrate) from bio-sourced racemic cyclic diolide. Nature Communications, 9(1), 1-11. https://doi.org/10.1038/s41467-018-04734-3",Table 1.06,ester_stereo,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",25,2,0.23290000000000077,1.0309865999999999
C[C@H](O)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O,C[C@@H](O)CC(=O)O.C[C@H](O)CC(=O)O,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",0.95,25100.0,,147.0,147.29848,5.0653496,9,[],"Tang, X., & Chen, E. Y. X. (2018). Chemical synthesis of perfectly isotactic and high melting bacterial poly(3-hydroxybutyrate) from bio-sourced racemic cyclic diolide. Nature Communications, 9(1), 1-11. https://doi.org/10.1038/s41467-018-04734-3",Table 1.05,ester_stereo,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",25,2,0.29848000000001207,
C[C@@H](CC(=O)O)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)O,C[C@@H](O)CC(=O)O.C[C@H](O)CC(=O)O,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",0.95,37300.0,4.1,147.0,147.23335,4.900462,9,[],"Tang, X., & Chen, E. Y. X. (2018). Chemical synthesis of perfectly isotactic and high melting bacterial poly(3-hydroxybutyrate) from bio-sourced racemic cyclic diolide. Nature Communications, 9(1), 1-11. https://doi.org/10.1038/s41467-018-04734-3",Table 1.06,ester_stereo,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",25,3,0.2333500000000015,1.0309865999999999
C[C@H](O)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O,C[C@@H](O)CC(=O)O.C[C@H](O)CC(=O)O,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",0.95,25100.0,,147.0,147.29808,5.1540933,9,[],"Tang, X., & Chen, E. Y. X. (2018). Chemical synthesis of perfectly isotactic and high melting bacterial poly(3-hydroxybutyrate) from bio-sourced racemic cyclic diolide. Nature Communications, 9(1), 1-11. https://doi.org/10.1038/s41467-018-04734-3",Table 1.05,ester_stereo,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",25,3,0.2980799999999988,
C[C@@H](CC(=O)O)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)O,C[C@@H](O)CC(=O)O.C[C@H](O)CC(=O)O,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",0.95,37300.0,4.1,147.0,147.2776,4.635096,9,[],"Tang, X., & Chen, E. Y. X. (2018). Chemical synthesis of perfectly isotactic and high melting bacterial poly(3-hydroxybutyrate) from bio-sourced racemic cyclic diolide. Nature Communications, 9(1), 1-11. https://doi.org/10.1038/s41467-018-04734-3",Table 1.06,ester_stereo,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",25,4,0.27760000000000673,1.0309865999999999
